price_x,size,brand,category,INNER SOLE,fabric_0,fabric_1,fabric_2,fabric_3,fabric_4,fabric_5,fabric_6,generalized_category,color,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,notes_0,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,notes_21,notes_22,notes_23,notes_24,notes_25,notes_26,notes_27,notes_28,notes_29,notes_30,notes_31,notes_32,notes_33,notes_34,notes_35,notes_36,notes_37,notes_38,notes_39,notes_40,notes_41,notes_42,notes_43,notes_44,notes_45,notes_46,notes_47,notes_48,notes_49,notes_50,notes_51,notes_52,notes_53,notes_54,notes_55,notes_56,notes_57,notes_58,notes_59,notes_60,notes_61,notes_62,text_0,text_1,text_2,text_3,text_4,text_5,condition_0,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10,condition_11,condition_12,condition_13,condition_14
45.0,12,JERSEYGIRL,cardi,unknown,rayon,spex,unknown,unknown,unknown,unknown,unknown,upper,"['black', 'white']",black,white, , , , , , ,stretch,front,open,fasten,australia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,stripe,longline,au, , , ,excellent,preloved, , , , , , , , , , , , , 
25.0,14,JETBLONDE ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,chiffon,vest, , , , ,unknown, , , , , , , , , , , , , , 
40.0,12,JIGSAW ,shorts,unknown,wool,unknown,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,fine,pleat,wool,dress, , ,excellent,preloved, , , , , , , , , , , , , 
29.0,10,JIGSAW ,top,unknown,cotton,silk,unknown,unknown,unknown,unknown,unknown,upper,"['grey', 'mave']",grey,mave, , , , , , ,lined, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,silk,ruffle, , , , ,excellent,preloved, , , , , , , , , , , , , 
25.0,10-12,JIGSAW ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,front,pleat, , , , ,unknown, , , , , , , , , , , , , , 
200.0,40,JIMMY CHOO,heels, 27cms      WIDTH,look,linen,hemp,leather,textile,unknown,unknown,shoes,['beige'],beige, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ita,leather,hemp, , , ,excellent,preloved, , , , , , , , , , , , , 
35.0,6,JO MERCER ,heels, 23.5cms      WIDTH,leather,man,made,unknown,unknown,unknown,unknown,shoes,"['silver', 'gold']",silver,gold, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,shimmering, , , , ,excellent,lining,preloved,marks, , , , , , , , , , , 
39.0,14-16,JOHN & JENN,hoodie,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,mesh,knit,us, , , ,unknown, , , , , , , , , , , , , , 
45.0,38,JONES BOOTMAKER,boots, 25cms      WIDTH,leather,fleece,leather/rubber,unknown,unknown,unknown,unknown,shoes,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ita,leather,ankle, , , ,preloved,good, , , , , , , , , , , , , 
35.0,12,JORGE ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,drop,beaded,back, , , ,unknown, , , , , , , , , , , , , , 
25.0,10,KOOKAI ,tunic,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,lined,style,pull,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,midi,neck,roll, , , ,preloved,good, , , , , , , , , , , , , 
30.0,8-10,KOOKAI ,tunic,unknown,silk,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['satin', 'black']",satin,black, , , , , , ,access,zip,shoulder,back,rosette,straps,detailed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,silk,rosette,detail, , , ,preloved,good, , , , , , , , , , , , , 
10.0,16-18,KOOKY ,top,unknown,polyester,nylon,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,mesh,black,overlay, , , ,excellent,preloved, , , , , , , , , , , , , 
40.0,14-16,KOOKY ,shirt,unknown,rayon,polyester,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,pockets,length,removeable,front,half,padd,shoulders,fasten,sleeves,side,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,tunic,button,shell, , , ,excellent,preloved, , , , , , , , , , , , , 
89.0,12-14,KOWTOW,dress,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,full_body,"['brown', 'moss']",brown,moss, , , , , , ,seams,scoop,basics,dress,slim,timeless,stretch,long,oversized,collection,fit,separates,neckline,blocks,sleeves,side,paired,build,pieces,twisted, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,block,building,moss, , , ,excellent,preloved,like,new, , , , , , , , , , , 
75.0,12,KOWTOW,jumpsuit,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,full_body,"['white', 'peach', 'pink', 'blush']",white,peach,pink,blush, , , , ,seam,patch,concealed,sleeves,short,certified,premium,recycled,fair,panell,voile,italian,pockets,trade,front,hemp,placket,back,relaxed,comes,side,two,buttons,onepiece,geometric,welt,self,organic,belt,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lcd, , , , , ,preloved,good, , , , , , , , , , , , , 
70.0,12-14,KOWTOW,dress,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,full_body,['grey'],grey, , , , , , , ,scoop,square,certified,dress,premium,trade,jersey,tshirt,cut,plenty,stretch,fair,skirt,drop,midweight,cotton,waist,pleated,organic,neck, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leaps,bounds, , , , ,preloved,good, , , , , , , , , , , , , 
65.0,14-16,KOWTOW,shirt,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,upper,['black'],black, , , , , , , ,pockets,sleeve,front,two,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,shirt,narrative, , , , ,worn,never,like,new, , , , , , , , , , , 
69.0,14-16,KOWTOW,top,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,upper,"['brown', 'cinnamon', 'white']",brown,cinnamon,white, , , , , ,stretch,pocket,sle,front,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,series, , , , , ,excellent,preloved, , , , , , , , , , , , , 
49.0,8-10,KOWTOW,top,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,upper,"['brown', 'peachy', 'white']",brown,peachy,white, , , , , ,stretch,pocket,sle,front,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,series, , , , , ,excellent,preloved, , , , , , , , , , , , , 
109.0,14,KOWTOW,dress,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,full_body,['black'],black, , , , , , , ,cropped,seam,nickelfree,oekotex,sleeves,match,neck,certified,tack,dress,raglan,nape,fit,pockets,sle,embossed,comes,side,straight,belt,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,denim,technique, , , , ,excellent,preloved,like,new, , , , , , , , , , , 
65.0,14-18,KOWTOW ,top,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,upper,['beige'],beige, , , , , , , ,seam,long,oversized,longer,neck,length,pleats,midthigh,top,scoop,drape,front,oatmeal,block,back,side,hem,kowtow,hip,sleeve,reaches,build, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,drape,bb,oatmeal, , , ,excellent,preloved, , , , , , , , , , , , , 
69.0,14,KOWTOW ,shorts,unknown,certified,trade,ganic,fair,cotton,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,tie,wrap, , , , ,excellent,preloved, , , , , , , , , , , , , 
49.0,5-5.5,KURT GEIGER ,shoes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,shoes,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,floral,spike, , , , ,unknown, , , , , , , , , , , , , , 
29.0,10,KUSH ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,strapless, , , , ,unknown, , , , , , , , , , , , , , 
30.0,10,L'OFFICIAL ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,"['dark', 'blue']",dark,blue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,stretch, , , , ,preloved,like,new,excllent, , , , , , , , , , , 
45.0,12,L'OFFICIEL,suit,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bride,nz,mother, , , ,unknown, , , , , , , , , , , , , , 
40.0,8,L.A.Idol USA ,jeans,unknown,cotton,spadnex,unknown,unknown,unknown,unknown,unknown,lower,['blue'],blue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,embellished, , , , , ,excellent,preloved, , , , , , , , , , , , , 
18.0,10,L.O.G.G. H&M ,shirt,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,['blue'],blue, , , , , , , ,sleeve,button,front,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,blue,sky, , , ,excellent,preloved,never,worn, , , , , , , , , , , 
30.0,12,LA CITY ,jumper,unknown,viscose,polyamide,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,sequin,panel, , , , ,excellent,preloved, , , , , , , , , , , , , 
75.0,14,LA LA,jeans,unknown,cotton,spex,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,nz,skinny,stretchy, , , ,excellent,preloved, , , , , , , , , , , , , 
59.0,12-16,LACE,jumper,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['black', 'grey', 'white']",black,grey,white, , , , , ,pockets,nz,stretch,scott,side,donelle, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,knit,nz,crop, , , ,excellent,preloved, , , , , , , , , , , , , 
27.0,8-10,LADAKH ,shirt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,shirt,pocket,pastel, , , ,unknown, , , , , , , , , , , , , , 
15.0,10,LADAKH ,skirt,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , ,eye,stretch,zip,hook,back,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,satin,peplum, , , , ,excellent,preloved, , , , , , , , , , , , , 
50.0,9,LAGUNA QUAYS ,shoes, 26cms      WIDTH,leather,rubber,unknown,unknown,unknown,unknown,unknown,shoes,['silver'],silver, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,silver,leather, , , , ,minor,new,cleaned,scuffs,preloved,good,owner,ready, , , , , , , 
25.0,12-14,LANE & CO,top,unknown,spex,viscose,unknown,unknown,unknown,unknown,unknown,upper,['indigo'],indigo, , , , , , , ,nz,stretch,length,draped,soft,sleeves, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,indigo,nz,flared,sleeve, , ,excellent,preloved,worn,hardly, , , , , , , , , , , 
35.0,10,LANE & CO,skirt,unknown,elastane,rayon,polyester,unknown,unknown,unknown,unknown,lower,"['grey', 'blue', 'white']",grey,blue,white, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,stripe,nz, , , , ,excellent,preloved, , , , , , , , , , , , , 
25.0,12-14,LANE & CO,top,unknown,spex,viscose,unknown,unknown,unknown,unknown,unknown,upper,['taupe'],taupe, , , , , , , ,nz,stretch,length,draped,soft,sleeves, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,taupe,nz,flared,sleeve, , ,excellent,preloved, , , , , , , , , , , , , 
29.0,12,LAURA ASHLEY ,top,unknown,lace,nylon,cotton,wool,viscose,unknown,unknown,upper,['white'],white, , , , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lace,sleeve, , , , ,excellent,preloved, , , , , , , , , , , , , 
50.0,14-16,LAURA ASHLEY ,dress,unknown,silk,polyester,unknown,unknown,unknown,unknown,unknown,full_body,"['multi', 'brown']",multi,brown, , , , , , ,lined,style,pull,body, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,batwing,feather,silk,print, , ,preloved,good, , , , , , , , , , , , , 
19.0,14-16,LAURA ASHLEY ,tee,unknown,elastane,viscose,unknown,unknown,unknown,unknown,unknown,upper,"['grey', 'white']",grey,white, , , , , , ,stretch,plenty,soft,drapey,lovely, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,floral,soft,drapey, , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,6.5-7,LE PEPE,boots, 24.5cms      WIDTH,leather,rubber,unknown,unknown,unknown,unknown,unknown,shoes,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ita,leather, , , , ,stretch,panel,back,amount,wear,small,preloved,good, , , , , , , 
15.0,12/14/16,Not listed in title,belt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,accessory,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,buckle,gold, , , ,unknown, , , , , , , , , , , , , , 
45.0,41,Not listed in title,boots, 26cms      WIDTH,leather,synthetic,unknown,unknown,unknown,unknown,unknown,shoes,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,cut,ankle,heel, , ,lining,preloved,good,come,awaymoved, , , , , , , , , , 
40.0,10,LEE,jeans,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['blue'],blue, , , , , , , ,pockets,stretch,front,zip,back,two,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,distressed,lola,waisted,high, , ,excellent,preloved, , , , , , , , , , , , , 
49.0,10,LEE,jeans,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,super,licks,skinny,mid, , ,excellent,preloved, , , , , , , , , , , , , 
35.0,8,LEE RIDERS ,jeans,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lower,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,stitch,rise,skinny,neon,low, ,unknown, , , , , , , , , , , , , , 
35.0,8,LEE RIDERS ,jeans,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lower,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bumster,bootcut, , , , ,unknown, , , , , , , , , , , , , , 
59.0,10-12,LEMON TREE ,coatigan,unknown,cotton,polyester,unknown,unknown,unknown,unknown,unknown,outerwear,"['navy', 'blue', 'white']",navy,blue,white, , , , , ,net,pockets,stretch,lined,front,side,knit,hood,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,damask,hooded, , , , ,excellent,preloved, , , , , , , , , , , , , 
35.0,12-14,LEMON TREE ,tunic,unknown,elastane,rayon,unknown,unknown,unknown,unknown,unknown,upper,"['black', 'green']",black,green, , , , , , ,stretch,pocket,sle,front,zip,back,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,drape,soft, , , , ,excellent,preloved, , , , , , , , , , , , , 
40.0,12,LEONA,dress,unknown,spex,polyester,unknown,unknown,unknown,unknown,unknown,full_body,"['taupe', 'black', 'red']",taupe,black,red, , , , , ,stretch,plenty,front,er,australian,back,edmiston,leona,fastens,wraps, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,floral,wrap,au,red, , ,excellent,preloved, , , , , , , , , , , , , 
65.0,12-14,LEONA By Leona Edmiston ,dress,unknown,elastane,cotton,viscose,nylon,unknown,unknown,unknown,full_body,"['multi', 'pink', 'white']",multi,pink,white, , , , , ,may,shapely,bust,measurements,appear,lined,zip,although,bodice,across,side,small,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,floral,print, , , , ,excellent,preloved, , , , , , , , , , , , , 
40.0,12,LEVI STAUSS ,jeans,unknown,polyerster,cotton,elastane,unknown,unknown,unknown,unknown,lower,['blue'],blue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,mid,blue, , , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,14,LEVI STRAUSS ,jeans,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lower,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,flared, , , , , ,unknown, , , , , , , , , , , , , , 
40.0,12-14,LEVI'S ,jeans,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['blue'],blue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,straight,tilted, , , , ,excellent,preloved, , , , , , , , , , , , , 
30.0,11,LEVIS ,jeans,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,curve,skinny,demi, , , ,excellent,preloved, , , , , , , , , , , , , 
55.0,12,LIANN BELLIS,dress,unknown,polyeseter,unknown,unknown,unknown,unknown,unknown,unknown,full_body,"['black', 'orange', 'yellow']",black,orange,yellow, , , , , ,slip,nz,dress,style,edition,limited,opera,requires,pull,cheetah,popular,print, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cheetah,opera,nz,print, , ,excellent,preloved, , , , , , , , , , , , , 
49.0,12,LIBERTINE,dress,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,full_body,"['gold', 'navy', 'blue', 'green']",gold,navy,blue,green, , , , ,reversible,stretch,pull,knee,flower,neck,navy,dress,length,style,perfect,vneck,metallic,mid,colder,turquiose,season,layer,days,chooseround,print, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,cross,licorice, , , ,tag,new,brand, , , , , , , , , , , , 
40.0,12-14,LIBERTINE,top,unknown,elastane,polyester,unknown,unknown,unknown,unknown,unknown,upper,"['multi', 'black']",multi,black, , , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,woodside,blossom,velvet, , ,tag,new,brand, , , , , , , , , , , , 
39.0,12,LIBERTINE ,dress,unknown,viscose,polyester,unknown,unknown,unknown,unknown,unknown,full_body,"['black', 'white']",black,white, , , , , , ,slip,required,cms,style,front,hemline,comes,tassel,pull,side,belt,splits, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,stripe,dot,polka, , , ,preloved,good, , , , , , , , , , , , , 
36.0,16,LIBERTINE ,top,unknown,spex,viscose,unknown,unknown,unknown,unknown,unknown,upper,"['multi', 'black', 'white']",multi,black,white, , , , , ,strip,floral,either,side,stretch,snap,front,centre,fasten,wear,features,buttons,stripes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,multi,stripe,floral,way, , ,excellent,preloved, , , , , , , , , , , , , 
39.0,14,LIFE SPACE ,tee,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lace,stripe,spot, , , ,unknown, , , , , , , , , , , , , , 
22.0,12,LIFESPACE,tunic,unknown,unknown,polyester,unknown,unknown,unknown,unknown,unknown,upper,['pink'],pink, , , , , , , ,style,ties,shoulder,left,pull,side,strap, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,pink, , , , ,tag,new,brand, , , , , , , , , , , , 
35.0,16,LIFESPACE ,tunic,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['black', 'blue']",black,blue, , , , , , ,slip,required,chiffon,life,space,jacket,match,separately,listed,search, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,chiffon,angled, , , , ,excellent,preloved,like,new, , , , , , , , , , , 
35.0,10-12,LIFESPACE ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,layering,chiffon, , , , ,unknown, , , , , , , , , , , , , , 
13.0,No size in title,LILAC ,scarf,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,accessory,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,beaded,embroidered, , , , ,unknown, , , , , , , , , , , , , , 
59.0,10-12,LILITH,jacket,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outerwear,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,fra,designer, , , , ,unknown, , , , , , , , , , , , , , 
45.0,10-12,LILY & MING ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,beaded,embroidered, , , , ,unknown, , , , , , , , , , , , , , 
30.0,No size in title,Not listed in title,bag,unknown,polyester,outer,synthetic,unknown,unknown,unknown,unknown,bag,"['dark', 'brown', 'green']",dark,brown,green, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lime,petal,green, , , ,excellent,preloved, , , , , , , , , , , , , 
16.5,14,LINE 7 ,skirt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lower,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,kick,pleat, , , , ,unknown, , , , , , , , , , , , , , 
15.0,10,LINE 7 ,top,unknown,cotton,modal,unknown,unknown,unknown,unknown,unknown,upper,"['dark', 'black', 'blue', 'white']",dark,black,blue,white, , , , ,drawstrs,stretch,front,fasten,ribbons,neckline, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,tie,navy, , , , ,excellent,preloved, , , , , , , , , , , , , 
19.0,8-10,LINE 7 ,cardi,unknown,spun,elastane,silk,nylon,unknown,unknown,unknown,upper,['cream'],cream, , , , , , , ,lace,floral,stretch,length,front,open,sleeves,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,spun,knit,blend,silk, , ,excellent,preloved, , , , , , , , , , , , , 
12.0,No size in title,Not listed in title,necklace,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,accessory,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leo,medallion,lion,gold, , ,unknown, , , , , , , , , , , , , , 
35.0,8,LIPSY ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cutwork,cape, , , , ,unknown, , , , , , , , , , , , , , 
